Date,Open,High,Low,Close,Volume,OI
2018-08-01 10:00:00,141.0,142.0,140.5,142.0,2335000,0
2018-08-01 11:00:00,142.0,142.0,141.0,141.5,1981100,0
2018-08-01 12:00:00,141.5,141.5,140.5,141.0,1002000,0
2018-08-01 14:00:00,141.0,141.0,140.5,141.0,883400,0
2018-08-01 15:00:00,141.0,141.5,140.5,141.5,2193900,0
2018-08-01 16:00:00,141.0,141.5,140.0,141.0,2113900,0
2018-08-02 09:00:00,141.0,141.0,141.0,141.0,269800,0
2018-08-02 10:00:00,140.5,141.5,140.5,141.0,2877800,0
2018-08-02 11:00:00,141.0,141.5,140.5,141.0,2470500,0
2018-08-02 12:00:00,141.0,141.5,140.5,141.0,1553100,0
2018-08-02 14:00:00,140.5,141.0,140.5,140.5,1915400,0
2018-08-02 15:00:00,140.5,141.0,139.0,140.5,3702400,0
2018-08-02 16:00:00,140.5,141.0,140.0,141.0,1605500,0
2018-08-03 09:00:00,140.0,140.5,140.0,140.5,195600,0
2018-08-03 10:00:00,140.0,140.5,137.5,139.0,5155300,0
2018-08-03 11:00:00,139.5,140.5,139.0,140.0,1995100,0
2018-08-03 12:00:00,140.0,140.5,140.0,140.0,675400,0
2018-08-03 14:00:00,140.0,140.5,139.5,140.0,1374700,0
2018-08-03 15:00:00,140.0,141.0,140.0,141.0,776400,0
2018-08-03 16:00:00,141.0,141.5,140.5,141.5,2781000,0
2018-08-06 09:00:00,142.0,142.0,142.0,142.0,523700,0
2018-08-06 10:00:00,142.0,143.0,142.0,142.5,3170700,0
2018-08-06 11:00:00,142.5,143.0,142.0,143.0,2270704,0
2018-08-06 12:00:00,143.0,143.0,142.5,142.5,334800,0
2018-08-06 14:00:00,142.5,143.0,142.0,142.5,2303304,0
2018-08-06 15:00:00,142.5,143.0,142.0,142.0,1041200,0
2018-08-06 16:00:00,142.5,142.5,141.5,141.5,2395800,0
2018-08-07 09:00:00,142.5,142.5,142.0,142.5,170100,0
2018-08-07 10:00:00,142.5,143.0,141.0,141.5,1839600,0
2018-08-07 11:00:00,141.5,142.0,139.0,141.5,3717000,0
2018-08-07 12:00:00,141.5,142.0,141.5,141.5,400100,0
2018-08-07 14:00:00,142.0,142.0,141.5,141.5,232800,0
2018-08-07 15:00:00,141.5,143.0,141.5,142.5,2506600,0
2018-08-07 16:00:00,142.5,143.0,142.0,143.0,1952000,0
2018-08-08 09:00:00,142.5,143.0,142.5,142.5,286600,0
2018-08-08 10:00:00,142.5,143.0,142.0,142.0,1354000,0
2018-08-08 11:00:00,142.5,143.0,142.0,142.5,846500,0
2018-08-08 12:00:00,142.5,143.0,142.5,142.5,260800,0
2018-08-08 14:00:00,142.5,143.0,142.5,143.0,448400,0
2018-08-08 15:00:00,142.5,143.0,142.5,142.5,2062300,0
2018-08-08 16:00:00,143.0,143.0,142.5,143.0,923900,0
2018-08-09 09:00:00,143.0,143.5,143.0,143.0,553600,0
2018-08-09 10:00:00,143.0,145.0,143.0,144.5,2596500,0
2018-08-09 11:00:00,144.5,146.5,144.5,146.0,5651100,0
2018-08-09 12:00:00,146.0,146.5,145.5,146.5,692000,0
2018-08-09 14:00:00,146.5,147.0,146.0,146.0,2710300,0
2018-08-09 15:00:00,146.0,147.0,146.0,147.0,2087100,0
2018-08-09 16:00:00,147.0,147.5,146.5,147.5,4548100,0
2018-08-10 09:00:00,146.5,146.5,146.5,146.5,72300,0
2018-08-10 10:00:00,146.5,146.5,145.0,146.0,2517500,0
2018-08-10 11:00:00,146.0,146.5,145.0,146.0,1292400,0
2018-08-10 12:00:00,146.0,146.5,145.5,146.0,434300,0
2018-08-10 14:00:00,146.0,146.5,145.5,146.0,717100,0
2018-08-10 15:00:00,146.0,146.5,145.5,145.5,1310600,0
2018-08-10 16:00:00,145.5,146.0,145.0,145.5,3465900,0
2018-08-14 09:00:00,143.5,143.5,143.0,143.5,611700,0
2018-08-14 10:00:00,143.5,144.5,143.0,143.5,1496500,0
2018-08-14 11:00:00,143.5,144.0,143.5,143.5,539000,0
2018-08-14 12:00:00,143.5,144.0,143.5,143.5,126100,0
2018-08-14 14:00:00,144.0,144.5,143.5,144.0,1572500,0
2018-08-14 15:00:00,143.5,144.5,143.5,143.5,892800,0
2018-08-14 16:00:00,143.5,144.0,143.5,143.5,2482100,0
2018-08-15 09:00:00,143.0,143.0,142.5,142.5,287700,0
2018-08-15 10:00:00,143.0,143.0,141.5,142.0,2468800,0
2018-08-15 11:00:00,142.0,143.0,142.0,142.5,768200,0
2018-08-15 12:00:00,142.5,143.0,142.5,142.5,778100,0
2018-08-15 14:00:00,143.0,143.5,142.5,143.0,683000,0
2018-08-15 15:00:00,143.0,145.0,143.0,144.5,1795500,0
2018-08-15 16:00:00,144.5,145.0,144.0,144.5,2242000,0
2018-08-16 09:00:00,144.0,144.0,143.0,143.0,386800,0
2018-08-16 10:00:00,143.5,144.0,142.5,143.5,2289200,0
2018-08-16 11:00:00,143.5,144.0,143.5,144.0,404400,0
2018-08-16 12:00:00,144.0,144.5,143.5,144.5,1186800,0
2018-08-16 14:00:00,144.0,144.5,143.5,144.0,578600,0
2018-08-16 15:00:00,144.0,144.5,143.5,144.0,813000,0
2018-08-16 16:00:00,144.0,144.5,143.5,144.0,1175400,0
2018-08-17 09:00:00,144.5,145.0,144.5,144.5,155200,0
2018-08-17 10:00:00,145.0,145.0,144.0,144.0,874650,0
2018-08-17 11:00:00,144.0,145.0,144.0,145.0,427200,0
2018-08-17 12:00:00,145.0,145.0,144.5,145.0,165300,0
2018-08-17 14:00:00,144.5,145.0,144.5,145.0,369600,0
2018-08-17 15:00:00,145.0,145.0,144.5,145.0,293500,0
2018-08-17 16:00:00,145.0,145.0,144.0,144.0,1172400,0
2018-08-20 09:00:00,144.0,144.0,144.0,144.0,309400,0
2018-08-20 10:00:00,144.5,146.0,144.5,145.5,1557900,0
2018-08-20 11:00:00,145.5,146.0,145.0,145.5,404100,0
2018-08-20 12:00:00,145.0,145.5,145.0,145.5,124200,0
2018-08-20 14:00:00,145.0,145.5,145.0,145.5,438100,0
2018-08-20 15:00:00,145.5,146.0,145.0,146.0,534000,0
2018-08-20 16:00:00,146.0,146.0,145.5,146.0,1047800,0
2018-08-21 09:00:00,145.0,145.0,145.0,145.0,189100,0
2018-08-21 10:00:00,145.5,146.0,145.0,145.5,1347700,0
2018-08-21 11:00:00,145.5,146.0,145.0,145.0,1672500,0
2018-08-21 12:00:00,145.0,145.0,144.0,144.5,1765800,0
2018-08-21 14:00:00,144.5,145.0,144.0,144.5,1200400,0
2018-08-21 15:00:00,144.5,145.0,144.0,144.5,1044100,0
2018-08-21 16:00:00,144.5,145.0,144.0,144.5,1193200,0
2018-08-22 09:00:00,144.5,145.5,144.5,145.0,290900,0
2018-08-22 10:00:00,145.0,145.5,144.5,145.5,921300,0
2018-08-22 11:00:00,145.5,146.0,145.0,146.0,265800,0
2018-08-22 12:00:00,146.0,146.0,145.5,146.0,34900,0
2018-08-22 14:00:00,146.0,146.0,145.5,145.5,292500,0
2018-08-22 15:00:00,146.0,146.0,145.0,145.5,686200,0
2018-08-22 16:00:00,145.0,145.5,145.0,145.0,266100,0
2018-08-23 09:00:00,146.0,146.0,145.5,146.0,378600,0
2018-08-23 10:00:00,146.0,147.5,146.0,147.0,5537100,0
2018-08-23 11:00:00,147.0,147.0,146.0,147.0,1337500,0
2018-08-23 12:00:00,147.0,147.0,146.0,146.5,626200,0
2018-08-23 14:00:00,147.0,147.0,146.0,146.0,675400,0
2018-08-23 15:00:00,146.5,147.0,146.0,147.0,306900,0
2018-08-23 16:00:00,147.0,147.0,146.5,147.0,1447000,0
2018-08-24 09:00:00,146.0,146.0,146.0,146.0,81600,0
2018-08-24 10:00:00,146.5,146.5,146.0,146.5,222900,0
2018-08-24 11:00:00,146.5,147.0,146.0,146.5,775700,0
2018-08-24 12:00:00,146.0,147.0,146.0,146.5,162400,0
2018-08-24 14:00:00,147.0,147.0,146.5,146.5,256800,0
2018-08-24 15:00:00,146.5,147.0,146.0,147.0,680000,0
2018-08-24 16:00:00,146.5,147.0,146.5,147.0,894400,0
2018-08-27 09:00:00,147.5,148.0,147.0,147.5,501200,0
2018-08-27 10:00:00,147.5,148.0,147.5,147.5,639700,0
2018-08-27 11:00:00,147.5,148.0,146.5,147.5,1328200,0
2018-08-27 12:00:00,147.5,147.5,147.0,147.5,527600,0
2018-08-27 14:00:00,147.5,148.0,147.5,147.5,610800,0
2018-08-27 15:00:00,147.5,148.0,147.0,147.0,1194600,0
2018-08-27 16:00:00,147.0,147.5,147.0,147.5,779700,0
2018-08-28 09:00:00,147.5,148.0,147.5,148.0,210200,0
2018-08-28 10:00:00,148.0,148.0,147.0,147.5,686900,0
2018-08-28 11:00:00,147.5,147.5,146.5,146.5,1046100,0
2018-08-28 12:00:00,147.0,147.0,146.5,146.5,73100,0
2018-08-28 14:00:00,146.5,146.5,145.5,145.5,1186600,0
2018-08-28 15:00:00,146.0,146.0,145.5,146.0,451300,0
2018-08-28 16:00:00,146.0,146.0,145.0,145.5,1585400,0
2018-08-29 09:00:00,146.0,146.5,146.0,146.0,172400,0
2018-08-29 10:00:00,146.0,147.0,146.0,146.5,733200,0
2018-08-29 11:00:00,146.0,147.0,146.0,146.5,511900,0
2018-08-29 12:00:00,146.5,147.0,146.0,146.5,393500,0
2018-08-29 14:00:00,146.5,146.5,145.5,146.0,766400,0
2018-08-29 15:00:00,146.0,146.5,145.5,146.5,420000,0
2018-08-29 16:00:00,146.0,146.5,145.5,146.0,1084300,0
2018-08-30 10:00:00,146.5,147.5,146.5,147.5,735200,0
2018-08-30 11:00:00,147.5,147.5,146.5,147.0,428800,0
2018-08-30 12:00:00,147.5,147.5,146.5,147.0,284500,0
2018-08-30 14:00:00,146.5,147.0,146.5,146.5,100700,0
2018-08-30 15:00:00,146.5,147.0,146.5,146.5,137800,0
2018-08-30 16:00:00,146.5,147.0,146.5,146.5,752000,0
2018-08-31 09:00:00,146.0,146.0,146.0,146.0,145700,0
2018-08-31 10:00:00,146.0,146.5,145.5,146.0,1030800,0
2018-08-31 11:00:00,146.5,147.0,146.0,147.0,322000,0
2018-08-31 12:00:00,147.0,147.0,146.5,147.0,194400,0
2018-08-31 14:00:00,147.0,147.5,146.5,146.5,810000,0
2018-08-31 15:00:00,146.5,147.5,146.5,146.5,1141700,0
2018-08-31 16:00:00,147.0,148.0,147.0,148.0,3690500,0
2018-09-03 10:00:00,147.5,147.5,146.0,147.0,1294900,0
2018-09-03 11:00:00,147.0,147.5,146.5,147.0,815000,0
2018-09-03 12:00:00,146.5,147.0,146.0,147.0,454700,0
2018-09-03 14:00:00,146.5,147.0,145.5,146.0,1374900,0
2018-09-03 15:00:00,146.0,146.5,145.5,146.0,1305400,0
2018-09-03 16:00:00,145.5,146.5,145.5,146.5,4423300,0
